Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2018-01-01,Texas,Negro o afroamericano,Etnia,3379971,662608,0.196,Original
2018-01-01,Utah,Negro o afroamericano,Etnia,38396,8006,0.209,Original
2018-01-01,Vermont,Negro o afroamericano,Etnia,6930,930,0.134,Original
2018-01-01,Virginia,Negro o afroamericano,Etnia,1558310,271557,0.174,Original
2018-01-01,Washington,Negro o afroamericano,Etnia,282661,56543,0.2,Original
2018-01-01,West Virginia,Negro o afroamericano,Etnia,60718,17378,0.28600000000000003,Original
2018-01-01,Wisconsin,Negro o afroamericano,Etnia,349711,111254,0.318,Original
2018-01-01,Puerto Rico,Negro o afroamericano,Etnia,397448,177787,0.447,Original
2018-01-01,Alabama,Hispano o latino,Etnia,206755,64845,0.314,Original
2018-01-01,Alaska,Hispano o latino,Etnia,51952,4820,0.093,Original
2018-01-01,Arizona,Hispano o latino,Etnia,2214446,434617,0.196,Original
2018-01-01,Arkansas,Hispano o latino,Etnia,225030,53598,0.238,Original
2018-01-01,California,Hispano o latino,Etnia,15275431,2522812,0.165,Original
2018-01-01,Colorado,Hispano o latino,Etnia,1205551,175140,0.145,Original
2018-01-01,Connecticut,Hispano o latino,Etnia,575681,134846,0.234,Original
2018-01-01,Delaware,Hispano o latino,Etnia,89340,17744,0.199,Original
2018-01-01,District of Columbia,Hispano o latino,Etnia,75643,9862,0.13,Original
2018-01-01,Florida,Hispano o latino,Etnia,5493364,933824,0.17,Original
2018-01-01,Georgia,Hispano o latino,Etnia,998046,212499,0.213,Original
2018-01-01,Hawaii,Hispano o latino,Etnia,145813,17110,0.117,Original
2018-01-01,Idaho,Hispano o latino,Etnia,217658,45053,0.207,Original
2018-01-01,Illinois,Hispano o latino,Etnia,2175270,317257,0.146,Original
2018-01-01,Indiana,Hispano o latino,Etnia,461239,97226,0.211,Original
2018-01-01,Iowa,Hispano o latino,Etnia,186209,37417,0.201,Original
2018-01-01,Kansas,Hispano o latino,Etnia,338740,65723,0.194,Original
2018-01-01,Kentucky,Hispano o latino,Etnia,155266,38568,0.248,Original
2018-01-01,Louisiana,Hispano o latino,Etnia,229848,50836,0.221,Original
2018-01-01,Maine,Hispano o latino,Etnia,20688,5389,0.26,Original
2018-01-01,Maryland,Hispano o latino,Etnia,617303,74818,0.121,Original
2018-01-01,Massachusetts,Hispano o latino,Etnia,824298,194305,0.236,Original
2018-01-01,Michigan,Hispano o latino,Etnia,504554,99815,0.198,Original
2018-01-01,Minnesota,Hispano o latino,Etnia,300637,56128,0.187,Original
2018-01-01,Mississippi,Hispano o latino,Etnia,81592,19779,0.242,Original
2018-01-01,Missouri,Hispano o latino,Etnia,245258,47960,0.196,Original
2018-01-01,Montana,Hispano o latino,Etnia,40463,5180,0.128,Original
2018-01-01,Nebraska,Hispano o latino,Etnia,207920,41753,0.201,Original
2018-01-01,Nevada,Hispano o latino,Etnia,868977,147535,0.17,Original
2018-01-01,New Hampshire,Hispano o latino,Etnia,50156,10563,0.211,Original
2018-01-01,New Jersey,Hispano o latino,Etnia,1815887,310509,0.171,Original
2018-01-01,New Mexico,Hispano o latino,Etnia,1006263,232785,0.231,Original
2018-01-01,New York,Hispano o latino,Etnia,3670609,781088,0.213,Original
2018-01-01,North Carolina,Hispano o latino,Etnia,972095,240781,0.248,Original
2018-01-01,North Dakota,Hispano o latino,Etnia,26313,4459,0.16899999999999998,Original
2018-01-01,Ohio,Hispano o latino,Etnia,441653,104992,0.238,Original
2018-01-01,Oklahoma,Hispano o latino,Etnia,415131,95343,0.23,Original
2018-01-01,Oregon,Hispano o latino,Etnia,546290,99169,0.182,Original
2018-01-01,Pennsylvania,Hispano o latino,Etnia,941442,247710,0.263,Original
2018-01-01,Rhode Island,Hispano o latino,Etnia,162700,47680,0.293,Original
2018-01-01,South Carolina,Hispano o latino,Etnia,285091,77115,0.27,Original
2018-01-01,South Dakota,Hispano o latino,Etnia,32630,7363,0.226,Original
2018-01-01,Tennessee,Hispano o latino,Etnia,363851,88555,0.243,Original
2018-01-01,Texas,Hispano o latino,Etnia,11172900,2333851,0.209,Original
2018-01-01,Utah,Hispano o latino,Etnia,440269,69395,0.158,Original
2018-01-01,Vermont,Hispano o latino,Etnia,11194,2149,0.192,Original
2018-01-01,Virginia,Hispano o latino,Etnia,788741,100988,0.128,Original
2018-01-01,Washington,Hispano o latino,Etnia,952214,155969,0.16399999999999998,Original
2018-01-01,West Virginia,Hispano o latino,Etnia,23560,4165,0.177,Original
2018-01-01,Wisconsin,Hispano o latino,Etnia,393060,73033,0.18600000000000003,Original
2018-01-01,Wyoming,Hispano o latino,Etnia,56158,11324,0.202,Original
2018-01-01,Puerto Rico,Hispano o latino,Etnia,3125009,1348583,0.4320000000000001,Original
2018-01-01,Alabama,Educación básica,Educación,428506,129651,0.303,Original
2018-01-01,Alaska,Educación básica,Educación,31656,6777,0.214,Original
2018-01-01,Arizona,Educación básica,Educación,586805,147114,0.251,Original
2018-01-01,Arkansas,Educación básica,Educación,248034,65359,0.264,Original
2018-01-01,California,Educación básica,Educación,4252245,884052,0.208,Original
2018-01-01,Colorado,Educación básica,Educación,305435,57274,0.188,Original
2018-01-01,Connecticut,Educación básica,Educación,216155,51296,0.237,Original
2018-01-01,Delaware,Educación básica,Educación,65039,13882,0.213,Original
2018-01-01,District of Columbia,Educación básica,Educación,38175,14685,0.385,Original
2018-01-01,Florida,Educación básica,Educación,1699004,406583,0.239,Original
2018-01-01,Georgia,Educación básica,Educación,825863,217480,0.263,Original
2018-01-01,Hawaii,Educación básica,Educación,77213,12595,0.163,Original
2018-01-01,Idaho,Educación básica,Educación,101339,18744,0.185,Original
2018-01-01,Illinois,Educación básica,Educación,872464,194716,0.223,Original
2018-01-01,Indiana,Educación básica,Educación,471863,112591,0.239,Original
2018-01-01,Iowa,Educación básica,Educación,154844,32900,0.212,Original
2018-01-01,Kansas,Educación básica,Educación,165079,37262,0.226,Original
2018-01-01,Kentucky,Educación básica,Educación,382731,120952,0.316,Original
2018-01-01,Louisiana,Educación básica,Educación,413275,137194,0.332,Original
2018-01-01,Maine,Educación básica,Educación,66093,16457,0.249,Original
2018-01-01,Maryland,Educación básica,Educación,381715,69926,0.183,Original
2018-01-01,Massachusetts,Educación básica,Educación,429660,98971,0.23,Original
2018-01-01,Michigan,Educación básica,Educación,593226,164334,0.27699999999999997,Original
2018-01-01,Minnesota,Educación básica,Educación,244606,59367,0.243,Original
2018-01-01,Mississippi,Educación básica,Educación,270642,86191,0.318,Original
2018-01-01,Missouri,Educación básica,Educación,380988,98835,0.259,Original
2018-01-01,Montana,Educación básica,Educación,42652,11272,0.264,Original
2018-01-01,Nebraska,Educación básica,Educación,103777,21670,0.209,Original
2018-01-01,Nevada,Educación básica,Educación,268541,55906,0.208,Original
2018-01-01,New Hampshire,Educación básica,Educación,64060,11180,0.175,Original
2018-01-01,New Jersey,Educación básica,Educación,586314,131111,0.224,Original
2018-01-01,New Mexico,Educación básica,Educación,198444,66287,0.33399999999999996,Original
2018-01-01,New York,Educación básica,Educación,1700842,470675,0.27699999999999997,Original
2018-01-01,North Carolina,Educación básica,Educación,805993,213336,0.265,Original
2018-01-01,North Dakota,Educación básica,Educación,36054,9406,0.261,Original
2018-01-01,Ohio,Educación básica,Educación,709388,201239,0.284,Original
2018-01-01,Oklahoma,Educación básica,Educación,285613,72748,0.255,Original
2018-01-01,Oregon,Educación básica,Educación,274431,58451,0.213,Original
2018-01-01,Pennsylvania,Educación básica,Educación,773110,181932,0.235,Original
2018-01-01,Rhode Island,Educación básica,Educación,77613,22526,0.29,Original
2018-01-01,South Carolina,Educación básica,Educación,385358,107941,0.28,Original
2018-01-01,South Dakota,Educación básica,Educación,42447,10893,0.257,Original
2018-01-01,Tennessee,Educación básica,Educación,541864,152874,0.282,Original
2018-01-01,Texas,Educación básica,Educación,2864121,703353,0.246,Original
2018-01-01,Utah,Educación básica,Educación,137609,25175,0.183,Original
2018-01-01,Vermont,Educación básica,Educación,27564,8227,0.298,Original
2018-01-01,Virginia,Educación básica,Educación,564828,123291,0.218,Original
2018-01-01,Washington,Educación básica,Educación,427996,84922,0.198,Original
2018-01-01,West Virginia,Educación básica,Educación,150000,44922,0.299,Original
2018-01-01,Wisconsin,Educación básica,Educación,302050,67963,0.225,Original
2018-01-01,Wyoming,Educación básica,Educación,25425,5722,0.225,Original
2018-01-01,Puerto Rico,Educación básica,Educación,506366,311508,0.615,Original
2018-01-01,Alabama,Educación secundaria,Educación,1002824,164258,0.16399999999999998,Original
2018-01-01,Alaska,Educación secundaria,Educación,133759,19063,0.14300000000000002,Original
2018-01-01,Arizona,Educación secundaria,Educación,1129521,155274,0.13699999999999998,Original
2018-01-01,Arkansas,Educación secundaria,Educación,667124,103022,0.154,Original
2018-01-01,California,Educación secundaria,Educación,5455998,717356,0.131,Original
2018-01-01,Colorado,Educación secundaria,Educación,788398,81534,0.103,Original
2018-01-01,Connecticut,Educación secundaria,Educación,651539,78720,0.121,Original
2018-01-01,Delaware,Educación secundaria,Educación,221879,29023,0.131,Original
2018-01-01,District of Columbia,Educación secundaria,Educación,80323,19702,0.245,Original
2018-01-01,Florida,Educación secundaria,Educación,4291484,597469,0.139,Original
2018-01-01,Georgia,Educación secundaria,Educación,1890691,273737,0.145,Original
2018-01-01,Hawaii,Educación secundaria,Educación,260045,27405,0.105,Original
2018-01-01,Idaho,Educación secundaria,Educación,311893,37605,0.121,Original
2018-01-01,Illinois,Educación secundaria,Educación,2212037,280767,0.127,Original
2018-01-01,Indiana,Educación secundaria,Educación,1437825,167276,0.116,Original
2018-01-01,Iowa,Educación secundaria,Educación,629953,69327,0.11,Original
2018-01-01,Kansas,Educación secundaria,Educación,469203,58288,0.124,Original
2018-01-01,Kentucky,Educación secundaria,Educación,965030,156368,0.162,Original
2018-01-01,Louisiana,Educación secundaria,Educación,1040781,182516,0.175,Original
2018-01-01,Maine,Educación secundaria,Educación,302809,39471,0.13,Original
2018-01-01,Maryland,Educación secundaria,Educación,982605,112332,0.114,Original
2018-01-01,Massachusetts,Educación secundaria,Educación,1103449,132353,0.12,Original
2018-01-01,Michigan,Educación secundaria,Educación,1926790,282761,0.147,Original
2018-01-01,Minnesota,Educación secundaria,Educación,896143,97707,0.109,Original
2018-01-01,Mississippi,Educación secundaria,Educación,568876,111281,0.196,Original
2018-01-01,Missouri,Educación secundaria,Educación,1224956,160939,0.131,Original
2018-01-01,Montana,Educación secundaria,Educación,201424,29571,0.147,Original
2018-01-01,Nebraska,Educación secundaria,Educación,316897,36557,0.115,Original
2018-01-01,Nevada,Educación secundaria,Educación,573140,73972,0.129,Original
2018-01-01,New Hampshire,Educación secundaria,Educación,262111,23690,0.09,Original
2018-01-01,New Jersey,Educación secundaria,Educación,1589297,160175,0.101,Original
2018-01-01,New Mexico,Educación secundaria,Educación,364117,69951,0.192,Original
2018-01-01,New York,Educación secundaria,Educación,3462072,497263,0.14400000000000002,Original
2018-01-01,North Carolina,Educación secundaria,Educación,1764365,255426,0.145,Original
2018-01-01,North Dakota,Educación secundaria,Educación,125142,13825,0.11,Original
2018-01-01,Ohio,Educación secundaria,Educación,2557850,345510,0.135,Original
2018-01-01,Oklahoma,Educación secundaria,Educación,791851,119787,0.151,Original
2018-01-01,Oregon,Educación secundaria,Educación,642648,93606,0.146,Original
2018-01-01,Pennsylvania,Educación secundaria,Educación,3020947,369187,0.122,Original
2018-01-01,Rhode Island,Educación secundaria,Educación,205998,30389,0.14800000000000002,Original
2018-01-01,South Carolina,Educación secundaria,Educación,1021895,158247,0.155,Original
2018-01-01,South Dakota,Educación secundaria,Educación,174555,22400,0.128,Original
2018-01-01,Tennessee,Educación secundaria,Educación,1443984,218855,0.152,Original
2018-01-01,Texas,Educación secundaria,Educación,4491129,634498,0.141,Original
2018-01-01,Utah,Educación secundaria,Educación,419025,38898,0.093,Original
2018-01-01,Vermont,Educación secundaria,Educación,125728,16771,0.133,Original
2018-01-01,Virginia,Educación secundaria,Educación,1356659,173719,0.128,Original
2018-01-01,Washington,Educación secundaria,Educación,1116771,130487,0.117,Original
2018-01-01,West Virginia,Educación secundaria,Educación,495961,76509,0.154,Original
2018-01-01,Wisconsin,Educación secundaria,Educación,1192717,126669,0.106,Original
2018-01-01,Wyoming,Educación secundaria,Educación,110613,10369,0.094,Original
2018-01-01,Puerto Rico,Educación secundaria,Educación,638393,290378,0.455,Original
2018-01-01,Alabama,Título universitario,Educación,847776,37273,0.044,Original
2018-01-01,Alaska,Título universitario,Educación,145834,4548,0.031,Original
2018-01-01,Arizona,Título universitario,Educación,1433706,71126,0.05,Original
2018-01-01,Arkansas,Título universitario,Educación,466813,23453,0.05,Original
2018-01-01,California,Título universitario,Educación,9138779,440445,0.048,Original
2018-01-01,Colorado,Título universitario,Educación,1620836,65395,0.04,Original
2018-01-01,Connecticut,Título universitario,Educación,983512,36329,0.037,Original
2018-01-01,Delaware,Título universitario,Educación,212210,8644,0.04099999999999999,Original
2018-01-01,District of Columbia,Título universitario,Educación,300938,14393,0.048,Original
2018-01-01,Florida,Título universitario,Educación,4631361,278318,0.06,Original
2018-01-01,Georgia,Título universitario,Educación,2217188,92462,0.042,Original
2018-01-01,Hawaii,Título universitario,Educación,331640,13100,0.04,Original
2018-01-01,Idaho,Título universitario,Educación,315519,13966,0.044,Original
2018-01-01,Illinois,Título universitario,Educación,3037921,129069,0.042,Original
2018-01-01,Indiana,Título universitario,Educación,1203485,48819,0.04099999999999999,Original
2018-01-01,Iowa,Título universitario,Educación,606556,19964,0.033,Original
2018-01-01,Kansas,Título universitario,Educación,641748,23295,0.036,Original
2018-01-01,Kentucky,Título universitario,Educación,748503,31572,0.042,Original
2018-01-01,Louisiana,Título universitario,Educación,754074,39335,0.052,Original
2018-01-01,Maine,Título universitario,Educación,308745,15990,0.052,Original
2018-01-01,Maryland,Título universitario,Educación,1695012,50956,0.03,Original
2018-01-01,Massachusetts,Título universitario,Educación,2137558,83827,0.039,Original
2018-01-01,Michigan,Título universitario,Educación,2024585,84765,0.042,Original
2018-01-01,Minnesota,Título universitario,Educación,1391954,46110,0.033,Original
2018-01-01,Mississippi,Título universitario,Educación,455734,22817,0.05,Original
2018-01-01,Missouri,Título universitario,Educación,1228938,46930,0.038,Original
2018-01-01,Montana,Título universitario,Educación,231948,9349,0.04,Original
2018-01-01,Nebraska,Título universitario,Educación,409018,13366,0.033,Original
2018-01-01,Nevada,Título universitario,Educación,520723,28659,0.055,Original
2018-01-01,New Hampshire,Título universitario,Educación,355652,10906,0.031,Original
2018-01-01,New Jersey,Título universitario,Educación,2516342,84460,0.034,Original
2018-01-01,New Mexico,Título universitario,Educación,390317,26569,0.068,Original
2018-01-01,New York,Título universitario,Educación,5065043,254203,0.05,Original
2018-01-01,North Carolina,Título universitario,Educación,2258378,92621,0.04099999999999999,Original
2018-01-01,North Dakota,Título universitario,Educación,147752,6287,0.043,Original
2018-01-01,Ohio,Título universitario,Educación,2311505,89470,0.039,Original
2018-01-01,Oklahoma,Título universitario,Educación,664362,28866,0.043,Original
2018-01-01,Oregon,Título universitario,Educación,998576,51797,0.052,Original
2018-01-01,Pennsylvania,Título universitario,Educación,2847473,114601,0.04,Original
2018-01-01,Rhode Island,Título universitario,Educación,252722,12509,0.049,Original
2018-01-01,South Carolina,Título universitario,Educación,984844,39000,0.04,Original
2018-01-01,South Dakota,Título universitario,Educación,168968,7059,0.042,Original
2018-01-01,Tennessee,Título universitario,Educación,1269779,53247,0.042,Original
2018-01-01,Texas,Título universitario,Educación,5578937,249803,0.045,Original
2018-01-01,Utah,Título universitario,Educación,650302,25451,0.039,Original
2018-01-01,Vermont,Título universitario,Educación,171372,7860,0.046,Original
2018-01-01,Virginia,Título universitario,Educación,2280397,69554,0.031,Original
2018-01-01,Washington,Título universitario,Educación,1903947,74545,0.039,Original
2018-01-01,West Virginia,Título universitario,Educación,271714,13972,0.051,Original
2018-01-01,Wisconsin,Título universitario,Educación,1193919,42416,0.036,Original
2018-01-01,Wyoming,Título universitario,Educación,104891,4741,0.045,Original
2018-01-01,Puerto Rico,Título universitario,Educación,607473,100405,0.165,Original
2018-01-01,Alabama,Empleado,Empleo,2083330,146030,0.07,Original
2018-01-01,Alaska,Empleado,Empleo,344700,17775,0.052,Original
2018-01-01,Arizona,Empleado,Empleo,3200287,215916,0.067,Original
2018-01-01,Arkansas,Empleado,Empleo,1310782,107891,0.08199999999999999,Original
2018-01-01,California,Empleado,Empleo,18867391,1073579,0.057,Original
2018-01-01,Colorado,Empleado,Empleo,2967737,140659,0.047,Original
2018-01-01,Connecticut,Empleado,Empleo,1803278,85527,0.047,Original
2018-01-01,Delaware,Empleado,Empleo,455494,25781,0.057,Original
2018-01-01,District of Columbia,Empleado,Empleo,371915,17163,0.046,Original
2018-01-01,Florida,Empleado,Empleo,9709592,588135,0.061,Original
2018-01-01,Georgia,Empleado,Empleo,4928770,313240,0.064,Original
2018-01-01,Hawaii,Empleado,Empleo,679811,28176,0.04099999999999999,Original
2018-01-01,Idaho,Empleado,Empleo,803967,54630,0.068,Original
2018-01-01,Illinois,Empleado,Empleo,6258807,343954,0.055,Original
2018-01-01,Indiana,Empleado,Empleo,3208726,198002,0.062,Original
2018-01-01,Iowa,Empleado,Empleo,1595378,100061,0.063,Original
2018-01-01,Kansas,Empleado,Empleo,1430307,98594,0.069,Original
2018-01-01,Kentucky,Empleado,Empleo,1975779,146404,0.07400000000000001,Original
2018-01-01,Louisiana,Empleado,Empleo,2005032,161427,0.081,Original
